Id,LotFrontage,LotArea,OverallQual,OverallCond,MasVnrArea,ExterQual,ExterCond,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscVal,MoSold,LotFrontage_missing_flag,Alley_missing_flag,MasVnrType_missing_flag,MasVnrArea_missing_flag,BsmtQual_missing_flag,BsmtCond_missing_flag,BsmtExposure_missing_flag,BsmtFinType1_missing_flag,BsmtFinType2_missing_flag,Electrical_missing_flag,FireplaceQu_missing_flag,GarageType_missing_flag,GarageYrBlt_missing_flag,GarageFinish_missing_flag,GarageQual_missing_flag,GarageCond_missing_flag,PoolQC_missing_flag,Fence_missing_flag,MiscFeature_missing_flag,Garage_BwH,YearBuilt_DECADE_BIN,YearRemodAdd_DECADE_BIN,totalSqFeet,totalBathroom,MSSubClass_20,MSSubClass_30,MSSubClass_40,MSSubClass_45,MSSubClass_50,MSSubClass_60,MSSubClass_70,MSSubClass_75,MSSubClass_80,MSSubClass_85,MSSubClass_90,MSSubClass_120,MSSubClass_150,MSSubClass_160,MSSubClass_180,MSSubClass_190,MSZoning_C (all),MSZoning_FV,MSZoning_RH,MSZoning_RL,MSZoning_RM,Street_Grvl,Street_Pave,Alley_Grvl,Alley_None,Alley_Pave,LotShape_IR1,LotShape_IR2,LotShape_IR3,LotShape_Reg,LandContour_Bnk,LandContour_HLS,LandContour_Low,LandContour_Lvl,Utilities_AllPub,Utilities_NoSeWa,LotConfig_Corner,LotConfig_CulDSac,LotConfig_FR2,LotConfig_FR3,LotConfig_Inside,LandSlope_Gtl,LandSlope_Mod,LandSlope_Sev,Neighborhood_Blmngtn,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_IDOTRR,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,Condition1_Artery,Condition1_Feedr,Condition1_Norm,Condition1_PosA,Condition1_PosN,Condition1_RRAe,Condition1_RRAn,Condition1_RRNe,Condition1_RRNn,Condition2_Artery,Condition2_Feedr,Condition2_Norm,Condition2_PosA,Condition2_PosN,Condition2_RRAe,Condition2_RRAn,Condition2_RRNn,BldgType_1Fam,BldgType_2fmCon,BldgType_Duplex,BldgType_Twnhs,BldgType_TwnhsE,HouseStyle_1.5Fin,HouseStyle_1.5Unf,HouseStyle_1Story,HouseStyle_2.5Fin,HouseStyle_2.5Unf,HouseStyle_2Story,HouseStyle_SFoyer,HouseStyle_SLvl,RoofStyle_Flat,RoofStyle_Gable,RoofStyle_Gambrel,RoofStyle_Hip,RoofStyle_Mansard,RoofStyle_Shed,RoofMatl_ClyTile,RoofMatl_CompShg,RoofMatl_Membran,RoofMatl_Metal,RoofMatl_Roll,RoofMatl_Tar&Grv,RoofMatl_WdShake,RoofMatl_WdShngl,Exterior1st_AsbShng,Exterior1st_AsphShn,Exterior1st_BrkComm,Exterior1st_BrkFace,Exterior1st_CBlock,Exterior1st_CemntBd,Exterior1st_HdBoard,Exterior1st_ImStucc,Exterior1st_MetalSd,Exterior1st_Plywood,Exterior1st_Stone,Exterior1st_Stucco,Exterior1st_VinylSd,Exterior1st_Wd Sdng,Exterior1st_WdShing,Exterior2nd_AsbShng,Exterior2nd_AsphShn,Exterior2nd_Brk Cmn,Exterior2nd_BrkFace,Exterior2nd_CBlock,Exterior2nd_CmentBd,Exterior2nd_HdBoard,Exterior2nd_ImStucc,Exterior2nd_MetalSd,Exterior2nd_Other,Exterior2nd_Plywood,Exterior2nd_Stone,Exterior2nd_Stucco,Exterior2nd_VinylSd,Exterior2nd_Wd Sdng,Exterior2nd_Wd Shng,MasVnrType_BrkCmn,MasVnrType_BrkFace,MasVnrType_None,MasVnrType_Stone,Foundation_BrkTil,Foundation_CBlock,Foundation_PConc,Foundation_Slab,Foundation_Stone,Foundation_Wood,Heating_Floor,Heating_GasA,Heating_GasW,Heating_Grav,Heating_OthW,Heating_Wall,CentralAir_N,CentralAir_Y,Electrical_FuseA,Electrical_FuseF,Electrical_FuseP,Electrical_Mix,Electrical_None,Electrical_SBrkr,GarageType_2Types,GarageType_Attchd,GarageType_Basment,GarageType_BuiltIn,GarageType_CarPort,GarageType_Detchd,GarageType_None,PavedDrive_N,PavedDrive_P,PavedDrive_Y,MiscFeature_Gar2,MiscFeature_None,MiscFeature_Othr,MiscFeature_Shed,MiscFeature_TenC,SaleType_COD,SaleType_CWD,SaleType_Con,SaleType_ConLD,SaleType_ConLI,SaleType_ConLw,SaleType_New,SaleType_Oth,SaleType_WD,SaleCondition_Abnorml,SaleCondition_AdjLand,SaleCondition_Alloca,SaleCondition_Family,SaleCondition_Normal,SaleCondition_Partial
1461,0.25559105431309903,0.061963842190022156,0.4444444444444444,0.625,0.0,0.3333333333333333,0.5,0.6,0.75,0.25,0.6666666666666666,0.08291991495393337,0.8333333333333334,0.09436435124508519,0.11558219178082192,0.14435351882160394,0.5,0.11804242806133165,0.0,0.0,0.10587792012057272,0.0,0.0,0.25,0.0,0.25,0.3333333333333333,0.3333333333333333,0.23076923076923078,0.0,0.0,0.0,1.0,0.2,0.4905913978494624,0.6,0.6,0.09831460674157304,0.0,0.0,0.0,0.20833333333333334,0.0,0.0,0.8,0.0,0.45454545454545453,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0.35714285714285715,0.8333333333333334,0.12646698195831144,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1462,0.25878594249201275,0.07784200171265426,0.5555555555555556,0.625,0.0675,0.3333333333333333,0.5,0.6,0.75,0.25,0.3333333333333333,0.16353649893692418,1.0,0.0,0.1738013698630137,0.21751227495908346,0.5,0.20898970804452846,0.0,0.0,0.18745290128108516,0.0,0.0,0.25,0.5,0.375,0.3333333333333333,0.6666666666666666,0.3076923076923077,0.0,0.0,0.0,1.0,0.2,0.20967741935483872,0.6,0.6,0.27598314606741575,0.04851752021563342,0.0,0.0,0.0,0.0,0.0,0.2,1.0,0.45454545454545453,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0.35714285714285715,0.8333333333333334,0.20353827290243476,1.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1463,0.2364217252396166,0.0752186536176107,0.4444444444444444,0.5,0.0,0.3333333333333333,0.5,0.8,0.75,0.25,0.16666666666666666,0.14014883061658398,1.0,0.0,0.0586472602739726,0.1518821603927987,0.75,0.12476370510396975,0.3394673123486683,0.0,0.24397136397889976,0.0,0.0,0.5,0.5,0.375,0.3333333333333333,0.3333333333333333,0.3076923076923077,0.0,0.25,0.6,0.3333333333333333,0.4,0.3239247311827957,0.6,0.6,0.14887640449438203,0.04582210242587601,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.18181818181818182,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0.07142857142857142,0.16666666666666666,0.19469259064634786,2.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1464,0.24920127795527156,0.05209477063795895,0.5555555555555556,0.625,0.0125,0.3333333333333333,0.5,0.6,0.75,0.25,0.16666666666666666,0.10666194188518781,1.0,0.0,0.1386986301369863,0.15155482815057283,1.0,0.12434362528880487,0.32832929782082326,0.0,0.23926149208741523,0.0,0.0,0.5,0.5,0.375,0.3333333333333333,0.6666666666666666,0.38461538461538464,0.0,0.25,0.8,0.3333333333333333,0.4,0.31586021505376344,0.6,0.6,0.25280898876404495,0.04851752021563342,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.45454545454545453,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0.07142857142857142,0.16666666666666666,0.19232790331056226,2.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1465,0.13738019169329074,0.022241429501456314,0.7777777777777778,0.5,0.0,0.6666666666666666,0.5,0.8,0.75,0.25,0.3333333333333333,0.046598157335223246,1.0,0.0,0.4353595890410959,0.20949263502454993,1.0,0.19869775257298886,0.0,0.0,0.17822155237377543,0.0,0.0,0.5,0.0,0.25,0.3333333333333333,0.6666666666666666,0.23076923076923078,0.0,0.0,0.0,0.6666666666666666,0.4,0.3400537634408602,0.6,0.6,0.0,0.1105121293800539,0.0,0.0,0.25,0.0,0.0,0.2,0.0,0.0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0.14285714285714285,0.3333333333333333,0.1949553336836574,2.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1466,0.23961661341853036,0.052226838505443976,0.5555555555555556,0.5,0.0,0.3333333333333333,0.5,0.8,0.75,0.25,1.0,0.0,1.0,0.0,0.3266267123287671,0.12487725040916531,0.75,0.09010712035286704,0.4319612590799031,0.0,0.2488696307460437,0.0,0.0,0.5,0.5,0.375,0.3333333333333333,0.3333333333333333,0.38461538461538464,0.0,0.25,0.6,0.3333333333333333,0.4,0.2956989247311828,0.6,0.6,0.11025280898876405,0.11320754716981132,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2727272727272727,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0.14285714285714285,0.3333333333333333,0.18251882991767385,2.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1467,0.0,0.04010060703636388,0.5555555555555556,0.75,0.0,0.3333333333333333,0.75,0.8,0.75,0.25,0.3333333333333333,0.16566265060240964,1.0,0.0,0.0997431506849315,0.1911620294599018,1.0,0.1791640411678219,0.0,0.0,0.1607008289374529,0.3333333333333333,0.0,0.5,0.0,0.375,0.3333333333333333,0.3333333333333333,0.3076923076923077,0.0,0.0,0.0,0.3333333333333333,0.4,0.28225806451612906,0.6,0.6,0.33918539325842695,0.02830188679245283,0.0,0.0,0.0,0.0,0.0,1.0,0.043871478303631216,0.18181818181818182,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0.14285714285714285,0.0,0.1770012261341741,3.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1468,0.2012779552715655,0.0426339088581222,0.5555555555555556,0.5,0.0,0.3333333333333333,0.5,0.8,0.75,0.25,1.0,0.0,1.0,0.0,0.3377568493150685,0.12913256955810148,0.75,0.0955681579500105,0.3273607748184019,0.0,0.21307460437076112,0.0,0.0,0.5,0.5,0.375,0.3333333333333333,0.3333333333333333,0.38461538461538464,0.0,0.25,0.8,0.3333333333333333,0.4,0.26411290322580644,0.6,0.6,0.0,0.10107816711590296,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.36363636363636365,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0.07142857142857142,0.16666666666666666,0.16815554387808723,2.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1469,0.2715654952076677,0.05328338144532423,0.6666666666666666,0.5,0.0,0.3333333333333333,0.5,0.8,0.75,1.0,0.16666666666666666,0.1128632175761871,1.0,0.0,0.2838184931506849,0.2127659574468085,0.75,0.21151018693551774,0.0,0.0,0.18971363978899775,0.3333333333333333,0.0,0.25,0.5,0.25,0.3333333333333333,0.6666666666666666,0.23076923076923078,0.0,0.25,0.2,1.0,0.4,0.3400537634408602,0.6,0.6,0.1348314606741573,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.09090909090909091,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0.14285714285714285,0.3333333333333333,0.20204939569101418,2.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1470,0.22364217252396165,0.04262190268835083,0.3333333333333333,0.5,0.0,0.3333333333333333,0.5,0.6,0.75,0.25,0.3333333333333333,0.14245216158752658,0.6666666666666666,0.05111402359108781,0.0,0.14435351882160394,0.5,0.11510186935517748,0.0,0.0,0.10324039186134137,0.3333333333333333,0.0,0.25,0.0,0.25,0.3333333333333333,0.3333333333333333,0.15384615384615385,0.0,0.0,0.0,0.3333333333333333,0.4,0.3528225806451613,0.6,0.6,0.16853932584269662,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.2727272727272727,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0.2857142857142857,0.6666666666666666,0.1252408477842004,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
